,Service,Relational Database Service($),Tax($),Savings Plans for  Compute usage($),EC2-Other($),Support (Business)($),VPC($),OpenSearch Service($),CloudWatch($),EC2-Instances($),ElastiCache($),S3($),DocumentDB (with MongoDB compatibility)($),Managed Streaming for Apache Kafka($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Glacier($),SES($),EC2 Container Registry (ECR)($),Elastic Container Service for Kubernetes($),Elastic Load Balancing($),CloudTrail($),Key Management Service($),CloudFront($),SageMaker($),Rekognition($),DynamoDB($),Cost Explorer($),Lambda($),Secrets Manager($),SQS($),SNS($),Route 53($),Service Catalog($),Glue($),Athena($),Direct Connect($),Config($),AppFlow($),Systems Manager($),Simple Workflow Service($),Step Functions($),CloudShell($),Elastic File System($),CodeArtifact($),Backup($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
298,2024-01-23,268.8461777253,,129.456,66.544155136,,38.579589228,31.3359738487,33.7485755397,4.2796473183,13.8384,12.697890305,13.4169398443,15.061220342,6.72,1.9104671172,3.9941681875,0.2149130369,2.232,1.9728954373,0.0,0.96886869,0.3206566569,0.1524268924,0.9102375,0.0991008,0.279,0.0064584518,0.03283885,0.001229832,0.0033820002,,0.003906,0.0002622,,,,,,9.989e-07,9.635e-07,,,,,,,,647.6273829019
299,2024-01-24,268.6638483414,,129.456,66.7601827191,,41.7885148824,31.3359750669,34.5932989007,4.4611799405,13.8384,12.8222880836,13.4171131845,15.0599481116,6.72,1.910467119,3.4925258213,0.215269668,2.232,1.9464783023,0.0,0.9934737,0.28133263,0.1536,0.5731125,0.0991008,0.3162,0.0060371835,0.03129285,0.001205652,0.0030440938,,0.003906,0.0002529,,,,,,7.794e-07,9.694e-07,,,,,,,,651.1760501994
300,2024-01-25,268.8417645327,,129.456,66.4586047276,,40.4759230311,31.3359824722,32.8502374091,4.3782960435,13.8384,12.8043122742,13.4175967687,15.0630357271,6.72,1.910467119,3.8042922724,0.2157714546,2.232,1.9404892924,0.0,0.98981322,0.2792562959,0.1536,0.5452125,0.0991008,0.3162,0.0105419844,0.0414345,0.001267776,0.0031940927,,0.003906,0.00021663,,,,,0.0,1.0113e-06,7.444e-07,,,,,,,,648.1869186793
301,2024-01-26,269.3149017043,,129.456,66.2411857173,,42.7964952826,31.3359791245,35.578521004,4.2681854906,13.8384,12.3594316685,13.4167328575,15.0590531216,6.72,1.9104671154,2.6941951765,0.2166689184,2.232,1.8486031504,0.0,0.81046365,0.1730921388,0.1536,0.1546125,0.0991008,0.3069,0.0084886419,0.0223602,0.00166284,0.0032074168,,0.003906,0.00028359,,,,,,1.0051e-06,7.188e-07,,,,,0.0,,,651.024499833
302,2024-01-27,269.5636645639,,129.456,65.7914164872,,41.7485337575,31.3359764542,35.5514943172,1.046622,13.8384,13.8618617249,13.4171391372,15.0590308111,6.72,1.9104671184,2.7067362624,0.2166689184,2.232,1.8346371554,0.0,1.14068247,0.2053839411,0.1536,0.2615625,0.0991008,0.2976,0.0096732795,0.02223,0.00160332,0.0032307318,,0.003906,0.00029754,,,,,,5.072e-07,9.605e-07,,,,,,,,648.4895207579
303,2024-01-28,269.3707188374,,129.456,66.2883469149,,39.1547774371,31.3359761648,37.205480696,1.046622,13.8384,13.490410401,13.4165987929,15.0590070442,6.72,1.9104671172,2.6822519765,0.2166689184,2.232,1.8215071022,0.0,0.98893158,0.2136491884,0.1536,0.15345,0.0991008,0.3069,0.0098326886,0.0220905,0.001662096,0.0036594889,,0.003906,0.00027429,,,,,,5.041e-07,9.677e-07,,,,,,,,647.2022915063
304,2024-01-29,269.3138316205,,129.456,66.5211122275,,44.1831930661,31.3359766389,27.503815943,4.1208885547,13.8384,13.653127374,13.4168641068,15.0617739012,6.72,1.9104671172,3.486720258,0.2166689184,2.232,1.9130960431,0.0,1.01116788,0.2504529443,0.1536,0.374325,0.0991008,0.2046,0.0108797667,0.06338715,0.001247688,0.0033101122,,0.003906,0.00025197,,,,,,9.958e-07,4.823e-07,,,,,,,,647.0601665587
305,2024-01-30,269.526962122,,129.456,67.332187402,,39.0940320109,31.3359728898,24.3427344907,5.6820321611,13.8384,13.3303708364,13.4173046092,15.0626204732,6.72,1.9104671186,3.6757622515,0.2168573463,2.232,1.9659315797,0.0,0.91083948,0.3148971999,0.1536,0.4405875,0.0991008,0.0093,0.0200166444,0.02521285,0.001235412,0.0035417589,,0.003906,0.00024732,,,,,,9.648e-07,7.251e-07,,,,,,,,641.1221219465
306,2024-01-31,269.9709554833,,129.456,67.242810266,,37.8835830477,31.3360227411,25.0469326965,6.4777146205,13.8384,13.1210323059,13.4166372693,15.0604662538,6.8,1.9104671176,3.6909813069,0.2170517583,2.232,1.9867932332,0.0,0.83876541,0.3796626489,0.1536,0.4929,0.0991008,0.0093,0.0120320442,0.0277356,0.001242852,0.0036717498,,0.003906,0.00030126,,,,,,1.0144e-06,9.728e-07,,,,,0.0,,,641.7100684522
307,2024-02-01,276.6458681387,3780.41,129.456,71.6072157024,1757.7107880802,35.2911074255,31.6036929868,38.820356395,5.9696286736,13.8384,14.2454430491,13.4175413971,15.0781578422,6.72,2.0422234548,3.7490808859,0.2320241208,2.232,2.0051494322,0.0,0.893840832,0.2513081297,0.1641931032,0.5242875,0.0991008,0.0093,0.0088438308,0.0647680848,0.00122574,0.0004049021,0.186,0.001302,0.0001488,,,,,,7.608e-07,9.569e-07,,,,,,,-123.04,6080.2394030246
308,2024-02-02,276.5762842229,,129.456,71.304454938,,36.0616924304,31.6036945069,40.3935356039,6.2852655,13.8384,14.1299203446,13.4172611912,15.082029276,6.72,2.0422234558,4.6177481123,0.2320241208,2.232,1.9798401474,0.0,0.758500722,0.3383147178,0.1641931032,0.7567875,0.0991008,0.0093,0.0120542558,0.0483256848,0.00124434,0.003129494,,0.001302,0.00019158,,,,,,1.002e-06,7.393e-07,,,,,,,,668.1648197891
309,2024-02-03,276.3868108524,,129.456,71.413398347,,41.3426076343,31.603694776,42.9109628101,1.752864,13.8384,14.8674388557,13.4175657049,15.0772394015,6.72,2.0422234542,3.761805452,0.2320241208,2.232,1.9535915567,0.0,1.026828972,0.2986168756,0.1641931032,0.7068,0.0991008,0.0093,0.012925941,0.0287677848,0.001341804,0.0037434967,,0.001302,0.00018321,,,,,,1.0051e-06,9.677e-07,,,,,,,,671.3617329257
310,2024-02-04,275.9137631242,,129.456,70.6783902133,,39.5814916733,31.6037021559,42.717373629,1.752864,13.8384,14.2063650649,13.4173076232,15.0769073281,6.72,2.0422234508,3.0517828376,0.2320241208,2.232,1.8682998494,0.0,0.876729762,0.2412356192,0.1641931032,0.2057625,0.0991008,0.0093,0.0126292913,0.0250849848,0.001668048,0.0031614472,,0.001302,0.00020274,,,,,,1.0051e-06,9.586e-07,,,,,,,,666.0292673299
311,2024-02-05,275.8745048616,,129.456,71.6041491793,,43.2110201078,31.6036991496,43.3356222934,6.4251358546,13.8384,14.5003934688,13.4176829356,15.0814058322,6.72,2.0422234522,4.5405743006,0.2324455596,2.232,2.0110657653,0.0,0.986320962,0.3187979508,0.1641931032,0.727725,0.0991008,0.0093,0.0130034303,0.1846450848,0.00116994,0.0027292837,,0.001302,0.00012741,,,,,,7.298e-07,7.12e-07,,,,,0.0,,,678.6347391672
312,2024-02-06,275.8097593159,,129.456,71.5368061317,,40.4411565862,31.6037572583,43.7437687124,6.8958610975,13.8384,14.2501380142,13.4173552061,15.0816868954,6.72,2.0422234522,4.64514597,0.232973922,2.232,2.0536849542,0.0,0.832583592,0.4815670586,0.1641931032,0.685875,0.0991008,0.0093,0.0214292772,0.0594298848,0.001232436,0.0037554645,,0.001302,0.00016647,,,,,,9.741e-07,9.5e-07,,,,,,,,676.3606545265
313,2024-02-07,275.8919317889,,129.456,71.1003996704,,42.3659931539,31.6037939279,43.8633094641,7.326003063,13.8384,14.5572166816,13.4177084704,15.0832620618,6.72,2.0422234524,4.5172077219,0.232976652,2.232,2.0295759279,0.0,0.979092072,0.3843071536,0.1641931032,0.667275,0.0991008,0.0093,0.0208677153,0.0509668848,0.001232808,0.0032395795,,0.001302,0.00019344,,,,,,1.0113e-06,9.694e-07,,,,,,,,678.6590745733
314,2024-02-08,279.5610831653,,129.456,69.7997317768,,38.1064796187,31.6037997681,41.7456431628,7.6395025446,13.8384,13.8196846794,13.4174151601,15.0802676232,6.72,2.0422234508,4.3187198883,0.233095244,2.232,2.0048667078,0.0,0.761999382,0.3393354451,0.1641931032,0.699825,0.0991008,0.0093,0.0296082274,0.0423690348,0.001281912,0.004273506,,0.001302,0.00029574,,,,,0.0,1.0082e-06,7.427e-07,,,,,,,,673.7717986913
315,2024-02-09,281.2756854484,,129.456,70.1459113617,,41.658681067,31.603796558,42.6922945673,7.8418857344,13.8384,15.4061720631,13.4176228839,15.079261348,6.72,2.0422234482,4.1796114706,0.2332517856,2.232,2.0042868013,0.0,1.013498352,0.7390885632,0.1641931032,0.6242625,0.0991008,0.0093,0.0591060645,0.0422155848,0.001275588,0.0037893257,,0.001302,0.00030132,,,,,,7.763e-07,9.711e-07,,,,,0.0,,,682.5845194863
316,2024-02-10,280.9641006967,,129.456,69.4240565441,,45.0881789714,31.6037955739,44.9010457139,8.128502352,13.8384,13.659538265,13.4171613995,15.0769146036,6.72,2.04222345,3.2540589461,0.2332517856,2.232,1.910938042,0.0,0.668291652,0.2985840014,1.1766891773,0.5196375,0.0991008,0.0093,0.0748028938,0.0249687348,0.001583976,0.0032698664,,0.001302,0.00016647,,,,,,9.462e-07,9.315e-07,,,,,0.0,0.0,,684.8278652932
317,2024-02-11,281.0608275719,,129.456,69.5495231603,,43.681800698,31.6037944773,46.2218448015,9.847304916,13.8384,15.1305062417,13.4177686722,15.0768387224,6.72,2.042223449,2.9378709763,0.2332517856,2.232,1.8670649224,0.0,1.170737172,0.2300813969,0.1641931032,0.1708875,0.0991008,0.0093,0.0726244566,0.1355689848,0.001627128,0.0030735139,,0.001302,0.00023808,,,,,,9.741e-07,7.281e-07,,,,,0.0,,,686.9757562322
318,2024-02-12,279.9585455217,,129.456,69.7060014071,,39.2579147208,31.6038005595,43.4912556076,9.5524334647,13.8384,14.3607348943,13.4172549904,15.0793299178,6.72,2.042223449,4.0305555773,0.2333708334,2.232,2.0089826761,0.0,0.818284842,0.3281918901,0.1641931032,0.4498875,0.0991008,0.0093,0.0676148121,0.0482791848,0.001284888,0.003577878,,0.002604,0.0002958048,,,,,,7.856e-07,9.694e-07,,,,,0.0,0.0,,678.9814200777
319,2024-02-13,279.7258080513,,129.456,69.9402954549,,33.5889110427,31.6037259913,39.5890312207,10.9000026782,13.8384,14.9805263167,13.4171694104,15.084804713,6.7,2.0422234488,4.4484738406,0.2335207922,2.232,2.0034572762,0.0,0.959743422,0.3145989445,0.5245152679,0.5022,0.0991008,0.0093,0.0614709353,0.0389466348,0.001429224,0.003538227,,0.003906,0.0002744148,,,,,,1.002e-06,9.643e-07,,,,,0.0,,,672.3033760736
320,2024-02-14,279.5417942974,,129.456,69.4892287388,,35.2358850018,31.6036777076,40.6732092672,11.4605014656,13.8384,14.4731520529,13.4172878019,15.0792140553,6.72,2.0422234464,4.258191306,0.233522376,2.232,1.9882173553,0.0,0.897710562,0.2901411262,0.8393731032,0.4219875,0.0991008,,0.0584249812,0.0419136021,0.001214952,0.0032809082,,0.003906,0.0002260548,,,,,,9.679e-07,7.194e-07,,,,,0.0,,,674.3997861492
321,2024-02-15,279.8971860218,,129.456,69.8331577448,,36.695232244,31.6036772912,41.4683568322,9.4958730025,13.8384,14.4667082778,13.4173521494,15.07871962,6.68,2.0422241017,4.004838454,0.233522376,2.232,1.9885008948,0.0,0.920396052,0.3472740652,1.1725716133,0.4917375,0.0991008,0.0093,0.0533434452,0.0891945348,0.00129456,0.0033637764,,0.003906,0.0004892448,,,,,0.0,6.299e-07,6.538e-07,,,,,0.0,0.0,,675.6237218856
322,2024-02-16,279.4873685728,,129.456,69.6193101174,,41.7149556211,31.6036763936,43.2233972773,9.3075591571,13.8384,14.7146360892,13.4177816162,15.0805904449,6.26,2.0422248945,4.4493177622,0.233522376,2.232,2.0959557173,0.0,0.885613122,0.414859183,0.8393731032,0.5487,0.0991008,0.0093,0.0574679835,0.0443173848,0.001452288,0.004433697,,0.003906,0.0009722619,0.0047895,,,,,4.553e-07,3.708e-07,,,,,0.0,,,681.6909821891
323,2024-02-17,279.3125258766,,129.456,69.3406334922,,43.4051831733,31.6036773079,43.8789776941,9.7132336197,13.8384,14.4933054073,13.4175139522,15.077132604,6.24,2.0422248864,3.5362548201,0.233522376,2.232,1.9680863366,0.0,0.886257612,0.2819142938,0.1641931032,0.5382375,0.0991008,0.0093,0.0576597701,0.0293536848,0.001519248,0.0034067463,,0.003906,0.0009911556,,,,,,4.71e-07,4.477e-07,,,,,,0.0,,681.8645123789
324,2024-02-18,278.9800816357,,129.456,68.6591240547,,43.6675075523,31.6036722554,44.9295793183,9.31635444,13.8384,14.2592175149,13.417422068,15.0769127534,6.24,2.0422250365,3.0377796611,0.233522376,2.232,1.8714630181,0.0,0.789386022,0.2027751844,0.3892531032,0.21855,0.0991008,0.0093,0.0589580552,0.0277075848,0.001759188,0.0031614973,,0.003906,0.0009344256,,,,,,4.553e-07,4.477e-07,,,,,0.0,,,680.6660544479
325,2024-02-19,278.5082191784,,129.456,69.5827106545,,39.4931289946,31.6036707615,43.8791489586,8.3023964288,13.8384,14.8642385252,13.4171368586,15.0770169082,6.24,2.0422249381,3.3670681208,0.2337004151,2.232,1.9829176788,0.0,0.997012242,0.2810211373,0.1635109398,0.360375,0.0991008,0.0093,0.0575382047,0.0812941848,0.001496928,0.0034146634,,0.005859,0.0008990856,,,,,,4.239e-07,4.045e-07,,,,,0.0,,,676.1808014352
326,2024-02-20,278.4511430888,,129.456,69.6264991066,,43.3528297499,31.6036688005,44.5806915351,9.4170474923,13.8384,13.9554796632,13.4177415188,15.0803831606,6.24,2.0422248713,4.264118396,0.2339202072,2.232,2.0498479625,0.0,0.808497522,0.3516616496,0.1641931032,0.4894125,0.0991008,0.0093,0.0637008685,0.0600436848,0.001376028,0.0035953777,,0.003906,0.0009762756,,,,,,4.553e-07,4.674e-07,,,,,0.0,0.0,,681.8977602849
327,2024-02-21,279.0520668292,,129.456,70.4544843076,,37.2460816219,31.6036691404,41.5670070527,7.4957433764,13.8384,14.6133804756,13.4170820368,15.0834311722,6.24,2.0422248154,4.2566670439,0.2339263471,2.232,2.0502647427,0.0,0.999118692,0.3748464033,0.1641931032,0.616125,0.0991008,0.0093,0.0617981462,0.0442615848,0.001697436,0.0039185629,,0.003906,0.0010078956,,,,,,4.867e-07,4.709e-07,9.88e-08,,,,0.0,,,673.2617036423
328,2024-02-22,278.9854991683,,129.456,70.1006837884,,45.4570145981,31.60366935,44.5258056406,9.6809211597,13.8384,14.0701116104,13.417091316,15.0787361063,6.24,2.0422237227,3.8976566608,0.23393206,2.232,1.9908335909,0.0,0.892331442,0.3005836531,0.1641931032,0.4987125,0.0991008,0.0093,0.0693325361,0.0402439848,0.001482792,0.003810643,,0.003906,0.0003866556,,,,,0.0,1.0526e-06,8.115e-07,,,,,,0.0,,684.9339647461
329,2024-02-23,279.2332123771,,129.456,70.0816547972,,44.6115991377,31.603672887,43.4548913612,8.6249892767,13.8384,14.0976925952,13.4173338585,15.0775990186,6.24,2.0422234454,3.5371755301,0.2340871265,2.232,1.9715270923,0.0,0.893450232,0.2721670236,0.1641931032,0.4987125,0.0991008,0.0093,0.0710503986,0.0381514848,0.001449684,0.0031488242,,0.003906,0.0002713356,,,,,,7.732e-07,9.607e-07,,,,,0.0,,,681.8089616234
330,2024-02-24,279.5770073788,,129.456,69.8112793279,,36.5358550505,31.6036770103,28.5254154312,9.6471403464,13.8384,13.2848544496,13.4167106773,15.0766928244,6.24,2.0422234484,2.8993858366,0.2342089176,2.232,1.9317938074,0.0,0.666821322,0.2403784127,0.1641931032,0.230175,0.0991008,0.0093,0.0731460616,0.0228343848,0.001622292,0.0031178101,,0.003906,0.0002890056,,,,,,9.958e-07,9.643e-07,,,,,0.0,,,657.8675306585
331,2024-02-25,280.2355293375,,129.456,69.0572928774,,36.8211058291,31.6036789894,23.9577798503,8.5109891865,13.8384,14.3916872525,13.4167170761,15.0768173952,6.24,2.0422234456,3.0121877691,0.2342089176,2.232,1.8970468007,0.0,1.094455782,0.2525145467,0.1641931032,0.2220375,0.0991008,0.0093,0.0714891471,0.0241503348,0.001634568,0.0033359767,,0.003906,0.0002332056,,,,,,9.803e-07,7.255e-07,,,,,0.0,0.0,,653.9700173969
332,2024-02-26,279.8870782998,,129.456,70.7462486793,,38.2377210055,31.6036765614,25.4972943305,10.0082652103,13.8384,12.8012879673,13.4168862161,15.0794872234,6.24,2.0422234452,4.3649743484,0.2342119804,2.232,1.9741579006,0.0,0.734768982,0.2925566413,0.1641931032,0.7102875,0.0991008,0.0093,0.066263427,0.1397400348,0.001388676,0.0031555254,,0.003906,0.0002583156,,,,,,7.577e-07,9.571e-07,,,,,0.0,,,659.8848338883
333,2024-02-27,280.0645206744,,129.456,70.4251373407,,39.7973378639,31.6036786677,25.0557628415,11.3182893276,13.8384,13.4400263775,13.4171475251,15.0807247689,6.24,2.0422234474,4.1307293256,0.2342154191,2.232,2.0054418502,0.0,0.888375222,0.3221048115,0.1641931032,0.40734,0.0991008,0.0093,0.0672934288,0.0390628848,0.001421784,0.0033366534,,0.003906,0.0002490156,,,,,,9.803e-07,9.535e-07,,,,,,0.0,,662.3873210667
334,2024-02-28,280.4679462131,,129.456,69.9871873767,,43.27294939,31.6036731289,25.8286481638,11.34151485,13.8384,14.1079956789,13.4167069677,15.0796971021,6.24,2.0422234444,4.0711976116,0.2342180136,2.232,2.0289272075,0.0,1.123178832,0.3251345603,0.1641931032,0.34968,0.115692,0.0093,0.0586839476,0.0529105848,0.001446708,0.0031739897,,0.003906,0.0002415756,,,,,,7.453e-07,7.34e-07,,,,,0.0,,,667.4568279288
335,2024-02-29,280.2133147919,,129.456,69.1130862618,,49.890076096,31.6036550429,30.696081657,12.6432394919,13.8384,13.1945378751,13.4168974444,15.0784728645,6.24,2.0422234464,3.9343217823,0.234642435,2.232,2.025126729,0.0,0.893221452,0.369770049,0.1641931032,0.38037,0.1239876,0.0093,0.0584332635,0.0272379348,0.001477956,0.003749138,,0.003906,0.0002629656,,,,,,9.896e-07,9.575e-07,,,,,0.0,,,677.8879873274
336,2024-03-01,164.5752945776,3597.2,129.456,65.475141524,1923.7139831858,44.9616163134,31.3360055744,40.7008241643,13.3823479912,13.8384,13.0516786642,13.4168313156,15.0604724961,6.24,1.9104671018,3.4288351885,0.2202258344,2.232,2.0082031611,0.0,0.91005828,0.117805212,0.1536,0.5301,0.1239876,0.0093,0.0445041825,0.12138195,0.001482792,0.0034640262,0.186,0.0,0.00019344,,,,,,9.927e-07,9.575e-07,,,,,0.0,0.0,-134.66,5949.7502065253
337,2024-03-02,164.5909467895,,129.456,64.8673943418,,43.5295939491,31.3360057027,43.085614802,11.0242016184,13.8384,12.1853148996,13.4168507921,15.0594251376,6.24,1.9104670976,3.3154985249,0.2203905888,2.232,1.9900120852,0.0,0.62776887,0.1918900383,0.1536,0.369675,0.1239876,0.0093,0.0595290145,0.02681025,0.001554588,0.0030778094,,0.0,0.00017391,,,,,,7.577e-07,7.289e-07,,,,,0.0,,,559.8654848961
338,2024-03-03,164.6244173327,,129.456,65.1146059576,,46.1382272112,31.3360151816,43.9973665578,11.0914723843,13.8384,13.5644710908,13.4161282624,15.0591780376,6.24,1.9104670978,2.8725271818,0.2203905888,2.232,1.8875281682,0.0,1.14249318,0.1470850219,0.1536,0.174375,0.1239876,0.0093,0.061609373,0.14254875,0.001630476,0.0031156009,,0.0,0.00017205,,,,,,9.865e-07,9.605e-07,,,,,,0.0,,564.9591140514
339,2024-03-04,164.6436348826,,129.456,66.0626243491,,40.1689668764,31.3360204381,41.1627044679,12.2204017749,13.8384,12.3129036751,13.416793752,15.0654715547,6.24,1.9104670974,4.229511422,0.2203905888,2.232,2.0068157362,0.0,0.65117697,0.4070660954,0.1536,0.47895,0.1239876,0.0093,0.0577359614,0.02641035,0.001611132,0.0042681493,,0.0,0.00018228,,,,,,9.896e-07,9.607e-07,,,,,0.0,,,558.4373971036
340,2024-03-05,164.6528097056,,129.456,65.8284324773,,39.8974113385,31.3360291882,39.6403591542,13.4683635294,14.2104,12.9623354916,13.4167895589,19.4298097582,6.24,1.9104671,4.0965250695,0.2204982608,2.232,2.0714984399,0.0,0.91771525,0.3944975305,0.1536,0.5242875,0.1239876,0.0093,0.0635531532,0.0882507,0.0016141274,0.0037203818,,0.001302,0.00017577,,,,,,7.608e-07,9.617e-07,,,,,0.0,,,563.3517348075
341,2024-03-06,169.5619457727,,129.456,65.4492544587,,39.9285018327,37.2629195187,25.4326531448,13.4252582506,14.7312,13.1400470131,13.4166423086,26.3343343997,6.24,1.910467097,4.6789827779,0.2206530831,2.8301414868,2.0497526232,0.0,1.06439259,0.3920045411,0.1536,0.6242625,0.1239876,0.0093,0.0637617759,0.04964105,0.001607784,0.0034193025,,0.001302,0.00016368,,,,,,9.834e-07,7.34e-07,,,,,0.0,0.0,,568.5561983085
342,2024-03-07,173.2777101006,,129.456,65.7798679722,,48.2576115643,38.8226461612,29.2140813679,13.8567349036,14.7312,13.5417975306,13.4163473896,26.3382666644,6.24,1.9104671118,3.6692176527,0.2206573917,3.7001135254,2.0078807016,0.0,1.24106424,0.4250735177,0.1536,0.569625,0.1239876,0.0093,0.069293502,0.07492215,0.001589928,0.0029441303,,0.001302,0.00017112,,,,,0.0,7.577e-07,9.52e-07,,,,,0.0,,,587.1134749353
343,2024-03-08,173.2899167248,,129.456,65.6015995786,,49.0539894914,38.8226437889,28.368058081,14.435168993,14.7312,12.3596265277,13.4163373572,26.3337439765,6.24,1.9104671164,3.005638245,0.2206573992,4.464,1.9341519904,0.0,0.84802299,0.3382189386,0.1536,0.2522625,0.1239876,0.0093,0.0689819245,0.03799185,0.00161634,0.0035418095,,0.001302,0.00017949,,,,,,9.803e-07,9.552e-07,,,,,,0.0,,585.4822066482
344,2024-03-09,173.3056057289,,129.456,65.5452086928,,52.4921509757,38.8226459128,30.930772019,15.1354142018,14.7312,13.6230067754,13.416422828,26.3337293699,6.24,1.9104671192,3.004498123,0.2206573992,4.464,1.9042057143,0.0,1.22163468,0.3036817147,0.1536,0.2708625,0.1239876,0.0093,0.0729616891,0.03760125,0.001602576,0.003035188,,0.001302,0.00021483,,,,,,9.741e-07,7.266e-07,,,,,0.0,,,593.7357705885
345,2024-03-10,173.2929127208,,129.456,65.393994131,,52.5415145233,38.8226325625,33.6502585591,15.0296964339,14.7312,12.0661881945,13.4167404068,26.3336471037,6.24,1.91046712,2.8434101838,0.2206573992,4.464,1.8622435298,0.0,0.88131606,0.2675946359,0.1536,0.244125,0.1239876,0.0093,0.0726309905,0.16675035,0.001597368,0.0033371464,,0.002604,0.00024645,,,,,,9.834e-07,9.556e-07,,,,,0.0,,,594.2026544082
346,2024-03-11,173.2835388802,,129.456,67.8534198045,,49.0933485091,39.5834680332,25.5319570745,15.5595777153,14.7312,13.6665232237,13.4158599843,23.3578907255,6.24,1.91046712,4.2755109217,0.2221479611,4.322622795,2.0097647287,0.0,1.25589716,0.3575576935,0.1536,0.5591625,0.1239876,0.0093,0.0662618806,0.0627431,0.001588812,0.0038632627,,0.001302,0.00024924,,,,,,7.639e-07,9.631e-07,,,,,0.0,0.0,,587.1088124526
347,2024-03-12,173.2546958989,,129.456,69.1727509117,,46.8922572264,41.8659481367,28.0963657734,17.4451491877,14.7312,14.1551309781,13.4167309484,25.2720926795,6.24,1.9104671152,3.8769318006,0.2250208089,4.464,2.0005742676,0.0,1.3417866,0.3813008634,0.1536,0.5103375,0.1239876,0.0093,0.0666756107,0.0759342,0.0015836234,0.0034616219,,0.003906,0.00025443,,,,,,9.896e-07,7.388e-07,,1.058e-07,,,0.0,,,595.1474456167
348,2024-03-13,173.2683907412,,129.456,69.570423739,,38.6301268671,41.8659498744,24.8017969568,14.7995685456,14.7312,14.4767543658,13.4162841187,25.2774621892,6.22,1.9104671064,4.6985441926,0.2269747068,4.464,1.993601054,0.0,1.38456615,0.3571440668,0.1528034969,0.4150125,0.1239876,0.0093,0.0570165423,0.0965895,0.001502508,0.0036826942,,0.001953,0.00017817,,,,,,9.462e-07,9.351e-07,,1.449e-07,,6e-10,,0.0,,582.4112827126
349,2024-03-14,173.285350698,,129.456,70.4225599051,,42.9959062398,41.8659531098,31.1454077138,16.5846410635,14.7312,13.3770326239,13.416421021,25.2677971051,6.24,1.910467113,3.5231599942,0.2312969562,4.464,1.9930348731,0.0,1.0222986,0.4008394243,0.1536,0.3685125,0.1405788,,0.058516994,0.06494625,0.001451172,0.0036610761,,0.003906,8.61e-05,,,,,,4.607e-07,4.598e-07,,1.449e-07,,6e-10,0.0,,,593.1286263989
350,2024-03-15,173.2955388969,,129.456,70.1811993379,,48.1624308764,41.8659649095,44.8741474832,20.1827694436,14.7312,14.794412762,13.416293644,25.2691948429,6.24,1.9104671124,3.5421539833,0.2367941586,4.464,1.9829161918,0.0,1.49672415,0.4141417271,0.1536,0.365025,0.1488744,0.0093,0.0577793139,0.10124415,0.001455264,0.003723261,,0.009765,9.075e-05,,,,,,,2.286e-07,,1.449e-07,,6e-10,0.0,,,617.3672070326
351,2024-03-16,173.3115645627,,129.456,65.3666527179,,41.8661353772,41.8659715902,36.9974197693,19.9783297548,14.7312,13.9246686356,13.4163643483,25.2664108335,6.24,1.9104671142,2.6784796048,0.2409832872,4.464,1.8931608947,0.0,1.15473711,0.2546978827,0.1536,0.239475,0.1488744,0.0465,0.0580195504,0.0458859,0.001495812,0.0027780277,,0.01953,0.00010191,,,,,0.0,6.957e-07,4.616e-07,,1.449e-07,,6e-10,0.0,0.0,,595.733505386
352,2024-03-17,173.316593902,,129.456,65.4815205734,,41.9228249169,41.8659729756,36.348368468,20.1983248872,14.7312,14.1204224506,13.4165085244,25.2665271283,6.24,1.910467116,2.7578735693,0.2409832872,4.464,1.8436377223,0.0,1.22671074,0.2428588254,0.1536,0.1336875,0.1488744,0.0465,0.0579301322,0.04761105,0.001519248,0.0032105684,,0.003906,7.494e-05,,,,,,7.019e-07,6.877e-07,,1.449e-07,,6e-10,0.0,,,595.6477104603
353,2024-03-18,173.3044792417,,129.456,65.4540393182,,41.3065127479,41.8659706434,31.8833494307,16.7076894343,14.7312,13.4230881087,13.4162094947,25.272030925,6.22,1.9104671124,3.8042959012,0.2412794599,4.464,1.9393905315,0.0,1.04133198,0.3444483509,0.1536,0.313875,0.1488744,0.0279,0.058031741,0.09940935,0.001417692,0.0041436653,,0.007812,6.378e-05,,,,,,2.35e-07,2.324e-07,,1.449e-07,,6e-10,,0.0,,587.6009109217
354,2024-03-19,173.303991297,,129.456,66.3194969831,,43.1828513538,41.8659723598,33.9851933332,16.4213339353,14.7312,15.1135396329,13.4158852495,25.2697118439,6.24,1.9104671142,3.7046735561,0.2415981924,4.464,1.9328553384,0.0,1.42163688,0.2966825428,0.1536,0.4743,0.1488744,0.0093,0.0651982096,0.0605241,0.0014552834,0.0028675739,,0.025389,0.00011028,,,,,,6.957e-07,6.998e-07,,1.449e-07,,6e-10,0.0,,,594.2187100003
355,2024-03-20,173.3290740343,,129.456,66.2206759853,,45.5722897078,41.865964754,37.8958595469,18.7175563218,14.7312,14.893112052,13.4169434227,25.2696142031,6.24,1.9104671132,3.8812093429,0.2416124892,4.464,1.9319727946,0.0,1.29344754,0.3066047151,0.1536,0.5521875,0.1488744,,0.0651120259,0.08918205,0.001505856,0.0031376181,,0.009765,9.354e-05,,,,,,4.669e-07,4.579e-07,,1.449e-07,,6e-10,0.0,,,602.6610630832
